query_id,semantic_similarity,recency_days,engagement_score,term_overlap,time_of_day_match,relevance
98,0.8218,32.79,28.96,0.2136,0.5743,0.7321
48,0.5935,68.21,3.47,0.3287,0.7273,0.4003
114,0.871,34.17,0.54,0.4919,0.6109,0.5915
12,0.5556,5.35,16.21,0.6559,0.4255,0.5944
180,0.4694,14.86,28.85,0.2902,0.6744,0.4708
43,0.9122,22.95,32.71,0.0534,0.478,0.635
40,0.6361,18.21,6.19,0.2076,0.5187,0.5652
79,0.3261,2.15,14.52,0.1492,0.8833,0.4012
129,0.5993,44.22,19.66,0.4111,0.2587,0.5451
174,0.6532,6.48,28.9,0.2282,0.3703,0.5446
64,0.5465,57.87,12.3,0.5036,0.7625,0.5238
193,0.6271,15.72,16.44,0.1167,0.3102,0.5331
13,0.3496,83.45,13.75,0.5537,0.2256,0.3253
73,0.9914,69.69,14.57,0.2824,0.4055,0.6123
71,1.0,106.89,3.47,0.2835,0.4109,0.5538
164,0.7951,17.92,25.47,0.256,0.2833,0.595
78,0.434,22.49,24.72,0.1879,0.4731,0.4676
17,0.4583,13.71,32.29,0.1172,0.2053,0.5348
196,0.7426,38.53,5.64,0.2816,0.3125,0.4577
14,0.3328,40.24,22.52,0.5062,0.6036,0.3907
53,0.433,40.8,40.42,0.291,0.4008,0.4844
51,0.7911,31.91,36.71,0.2988,0.429,0.5223
26,0.599,17.95,17.66,0.2292,0.4667,0.5566
165,0.445,44.08,24.07,0.4752,0.7634,0.5204
162,0.5667,7.95,34.82,0.743,0.5497,0.6165
88,0.5961,32.93,40.29,0.3138,0.4492,0.5395
145,0.4298,132.09,3.96,0.1013,0.5039,0.248
20,0.4831,5.62,57.69,0.2432,0.6365,0.5472
41,0.3768,66.0,35.63,0.3474,0.2639,0.4347
131,0.7144,30.47,11.07,0.1821,0.1677,0.5346
190,0.7616,18.34,12.65,0.4707,0.5147,0.6984
52,0.8289,5.21,5.72,0.2621,0.8719,0.7234
74,0.4361,14.32,24.65,0.1633,0.4224,0.4927
69,0.5182,66.12,13.27,0.1594,0.6238,0.4717
15,0.8595,21.72,45.31,0.6679,0.1145,0.7326
76,0.5378,8.74,34.18,0.0804,0.4306,0.4432
124,0.8543,51.72,28.46,0.3659,0.3289,0.6324
164,0.8737,20.51,32.98,0.0057,0.4743,0.5806
130,0.2673,17.17,53.82,0.2447,0.9117,0.449
53,0.5986,27.4,23.9,0.0114,0.3067,0.5232
164,0.2852,3.55,37.48,0.0291,0.693,0.3576
152,0.5855,32.43,25.66,0.1853,0.5492,0.4397
175,0.4252,24.86,25.04,0.2141,0.4052,0.4827
38,0.8651,2.99,13.15,0.3828,0.6185,0.6464
138,0.6159,76.02,57.76,0.422,0.8279,0.5678
55,0.6629,25.76,39.93,0.1429,0.4428,0.5542
93,0.397,8.44,48.21,0.0996,0.1308,0.5483
102,0.6267,6.15,13.94,0.385,0.6196,0.5921
2,0.4404,49.28,22.59,0.2919,0.7574,0.5116
3,0.4494,60.81,3.47,0.4729,0.4952,0.4336
18,0.6964,41.61,25.06,0.2032,0.8008,0.5192
121,0.6995,19.07,45.32,0.3529,0.3725,0.6524
160,0.9505,56.36,14.66,0.1086,0.4654,0.7026
36,0.543,41.59,22.13,0.3651,0.6038,0.6087
191,0.6619,30.19,40.96,0.5699,0.4709,0.5904
115,0.2923,24.56,4.24,0.208,0.7143,0.41
119,0.7865,6.7,9.78,0.3576,0.257,0.6799
136,0.6491,3.95,13.19,0.1191,0.6275,0.6019
91,0.521,12.6,28.23,0.2013,0.5983,0.5564
133,0.8051,10.48,21.75,0.5189,0.6107,0.6232
6,0.7971,12.83,49.5,0.4663,0.2615,0.6785
173,0.49,53.96,20.7,0.0582,0.3047,0.4666
186,0.7804,195.57,17.95,0.1382,0.8737,0.3657
112,0.5207,17.48,2.06,0.0733,0.5609,0.3884
115,0.6626,29.63,13.57,0.0706,0.0817,0.5513
21,0.7585,204.5,39.72,0.1491,0.2823,0.4183
98,0.5374,56.51,20.13,0.1677,0.4119,0.3895
197,0.5666,22.01,7.1,0.1307,0.4993,0.4996
40,0.5098,30.88,30.48,0.4654,0.3713,0.5434
135,0.4155,19.07,18.72,0.3144,0.3509,0.4119
152,0.503,50.34,35.03,0.5387,0.4106,0.5382
84,0.6474,13.51,32.38,0.1881,0.4269,0.4667
19,0.6617,44.39,68.0,0.1482,0.3756,0.6002
1,0.6408,16.08,39.7,0.3149,0.588,0.6324
58,0.421,3.69,44.56,0.2786,0.3051,0.5697
10,0.8072,19.0,23.0,0.289,0.173,0.5717
51,0.7208,63.42,8.85,0.1095,0.5121,0.5427
192,0.458,10.35,12.22,0.3762,0.1682,0.5734
187,0.3618,4.42,15.1,0.1504,0.6361,0.4117
44,0.67,8.38,1.63,0.4986,0.1694,0.5336
133,0.3977,51.01,1.43,0.4506,0.182,0.4465
133,0.7994,40.68,0.3,0.2769,0.3375,0.5608
23,0.3551,37.0,38.7,0.2679,0.8071,0.4164
84,0.8345,32.49,56.03,0.1856,0.1754,0.6465
67,0.5766,26.61,3.02,0.2107,0.5932,0.5904
22,0.8202,2.25,12.37,0.078,0.4175,0.6205
138,0.6369,91.44,38.62,0.4711,0.6418,0.5096
66,0.5507,4.71,8.57,0.3029,0.5351,0.5225
9,0.6323,6.51,20.9,0.402,0.2273,0.538
148,0.7006,7.75,25.45,0.1967,0.7102,0.605
56,0.7339,4.74,22.46,0.2851,0.701,0.6351
0,0.5604,0.77,32.12,0.2374,0.7245,0.5463
21,0.468,25.03,16.39,0.4514,0.3154,0.4853
14,0.7067,22.5,25.77,0.26,0.5494,0.6043
55,0.7493,73.97,21.83,0.3196,0.3666,0.5586
184,0.581,60.67,2.93,0.4833,0.2743,0.4534
170,0.4987,6.26,5.07,0.4216,0.1462,0.4816
197,0.9882,22.83,29.92,0.4018,0.2116,0.721
96,0.7749,25.07,9.36,0.3596,0.0306,0.6025
123,0.4903,91.13,10.13,0.3777,0.7226,0.4535
118,0.7311,9.67,15.16,0.4998,0.3626,0.6036
86,0.5343,5.74,31.11,0.1759,0.5401,0.6089
134,0.8188,65.21,13.77,0.2222,0.639,0.6008
194,0.919,13.07,34.44,0.15,0.6622,0.7553
9,0.4421,9.2,18.59,0.4689,0.8511,0.4947
22,0.7013,0.63,25.38,0.2143,0.8237,0.6182
79,0.5956,36.19,24.59,0.1015,0.7579,0.5972
55,0.7093,73.84,16.91,0.2388,0.8567,0.5271
1,0.527,50.43,19.89,0.4934,0.3899,0.4496
39,0.6859,34.92,37.72,0.2694,0.6944,0.6037
199,0.5821,61.91,22.52,0.3038,0.2638,0.4673
131,0.9301,3.83,23.11,0.1907,0.377,0.7453
145,0.7454,35.26,26.09,0.4155,0.1901,0.6164
169,0.7243,27.86,41.37,0.4365,0.6959,0.6682
189,0.8905,15.83,25.57,0.3289,0.9048,0.7937
44,0.8637,0.1,27.62,0.5181,0.5748,0.7719
184,0.2721,36.79,6.03,0.3305,0.7096,0.3932
118,0.7152,33.27,14.1,0.3179,0.4673,0.5278
136,0.4698,2.84,28.7,0.0799,0.2849,0.4255
179,0.3572,42.46,38.75,0.4562,0.5936,0.5488
11,0.8174,83.65,11.03,0.4789,0.3308,0.6666
99,0.5014,45.26,14.76,0.1724,0.4897,0.5261
85,0.5178,44.96,37.46,0.1373,0.7851,0.5586
28,0.5079,19.2,13.38,0.4665,0.2418,0.4386
166,0.6721,33.62,29.46,0.1004,0.5263,0.5252
168,0.5827,76.64,20.02,0.3192,0.6233,0.4649
76,0.6254,61.37,19.44,0.1172,0.5882,0.4973
62,0.4254,28.23,16.81,0.3325,0.2413,0.4448
137,0.5658,7.84,29.0,0.2322,0.3672,0.4134
67,0.8051,52.64,16.19,0.1659,0.1684,0.6011
4,0.9293,9.43,13.09,0.2123,0.3318,0.6931
12,0.2298,13.29,21.26,0.4741,0.3633,0.3786
14,0.524,12.61,15.43,0.6792,0.3989,0.5417
104,0.7348,3.38,3.5,0.136,0.477,0.5246
51,0.6195,16.86,11.47,0.4597,0.2549,0.5885
77,0.7254,21.28,12.45,0.2432,0.3776,0.6063
92,0.9112,90.54,27.2,0.1234,0.3418,0.5426
87,0.8529,53.16,0.97,0.2217,0.3365,0.5438
118,0.1428,33.64,33.66,0.39,0.6208,0.3815
32,0.6335,4.29,25.32,0.1839,0.5318,0.6527
138,0.4879,10.95,6.74,0.3921,0.744,0.5731
142,0.4583,38.44,12.16,0.0693,0.8082,0.3977
116,1.0,44.3,54.11,0.3192,0.4711,0.7402
159,0.8825,6.16,32.82,0.3524,0.4888,0.7447
178,0.7474,32.66,50.83,0.3175,0.8899,0.5566
178,0.7688,9.12,19.79,0.3445,0.2884,0.6693
140,0.4486,42.88,0.92,0.2229,0.5464,0.4137
126,0.5426,7.31,15.63,0.2475,0.8148,0.5408
32,0.55,81.08,18.93,0.4962,0.5195,0.464
95,0.6867,72.07,7.7,0.1037,0.628,0.5214
87,0.7231,52.09,9.7,0.2629,0.4657,0.6047
120,0.6924,35.27,19.85,0.1268,0.569,0.5274
110,0.4539,7.84,19.23,0.3001,0.4925,0.4419
20,0.6963,7.42,21.99,0.3874,0.9215,0.6224
48,0.3955,14.4,33.39,0.3267,0.3206,0.4503
58,0.6785,12.88,19.9,0.2201,0.7897,0.5312
71,0.5915,0.26,18.25,0.4316,0.4619,0.6136
53,0.5924,2.88,39.86,0.1402,0.0419,0.4867
51,0.9867,28.4,7.09,0.2042,0.6646,0.7571
161,0.8486,56.53,16.05,0.4127,0.8272,0.6555
36,0.9858,6.39,12.88,0.4332,0.63,0.7635
7,0.7485,14.71,33.29,0.292,0.4797,0.669
47,0.6826,37.55,49.28,0.3157,0.143,0.5451
117,0.5666,70.99,19.63,0.3241,0.6327,0.4928
91,0.7061,78.26,7.1,0.3349,0.4498,0.4256
5,0.895,40.12,50.02,0.1961,0.3975,0.6302
172,0.4082,19.88,11.58,0.1943,0.5135,0.4314
36,0.541,23.98,23.65,0.141,0.5429,0.412
11,0.4935,14.77,3.65,0.1769,0.6628,0.5215
167,0.6351,67.16,6.58,0.4833,0.3992,0.5069
148,0.4788,45.12,24.51,0.2583,0.6104,0.4386
86,0.7733,15.38,43.64,0.7108,0.6081,0.6769
104,0.6577,4.15,14.0,0.0744,0.7555,0.5646
142,1.0,43.41,6.06,0.6349,0.6095,0.7039
42,0.4475,71.35,15.7,0.1974,0.729,0.4407
57,0.6192,8.57,7.58,0.4495,0.1819,0.5495
43,0.8998,6.16,15.14,0.4413,0.2239,0.6835
125,0.3595,12.3,9.68,0.351,0.2937,0.4639
142,0.751,47.33,19.87,0.3209,0.2044,0.5255
136,0.6885,24.15,42.98,0.0995,0.3144,0.5768
189,0.5373,8.57,33.59,0.3441,0.4973,0.5147
37,0.3822,2.88,30.56,0.3295,0.4949,0.6062
16,0.4927,15.59,7.89,0.1326,0.109,0.4423
37,0.7645,9.96,6.63,0.3413,0.3866,0.5983
164,0.6285,22.05,22.72,0.1272,0.2736,0.4933
132,0.8274,16.43,28.52,0.3363,0.9247,0.6959
113,0.5747,73.49,33.93,0.3829,0.9309,0.4864
181,0.5728,16.78,34.71,0.3806,0.8051,0.5865
190,0.7907,15.19,9.5,0.0826,0.1264,0.5568
188,0.2644,13.55,24.48,0.3334,0.4762,0.4794
156,0.5731,20.72,20.99,0.1596,0.3579,0.5004
104,0.8598,14.55,9.07,0.4308,0.4013,0.6863
135,0.8792,46.84,23.38,0.2925,0.4162,0.6827
198,0.8404,9.32,24.05,0.2025,0.3632,0.6581
45,0.6717,8.65,47.24,0.2042,0.2588,0.5917
114,0.7956,46.95,50.9,0.4088,0.9107,0.6724
58,0.9231,2.01,39.38,0.3159,0.575,0.7923
109,0.9125,5.21,34.42,0.0617,0.1544,0.6713
186,1.0,1.17,45.74,0.1207,0.3238,0.7652
110,0.6418,12.9,2.6,0.143,0.1883,0.4354
103,0.7526,6.77,29.04,0.3806,0.6035,0.6883
27,0.6251,50.43,24.66,0.1274,0.6856,0.5106
151,0.8385,1.47,5.5,0.6124,0.5708,0.6028
180,0.7264,19.87,62.57,0.2574,0.3058,0.703
41,0.6119,54.09,18.27,0.0889,0.3612,0.4419
171,0.5817,45.46,3.01,0.0886,0.788,0.4616
160,0.8446,2.77,7.44,0.3523,0.5323,0.7241
104,0.6802,15.09,0.46,0.2216,0.5189,0.5628
87,0.5455,62.97,33.43,0.4095,0.4968,0.5
40,0.5123,1.96,3.43,0.3502,0.1377,0.4317
44,0.6374,52.83,29.68,0.2328,0.6084,0.5581
123,0.971,41.35,28.19,0.5526,0.321,0.6872
149,0.6744,1.46,17.51,0.7487,0.6657,0.6644
82,0.2036,10.83,34.17,0.6089,0.474,0.4986
125,0.6003,95.84,17.13,0.3615,0.8926,0.5108
61,0.6305,9.1,46.54,0.2504,0.8303,0.6941
193,0.6177,34.0,33.39,0.3818,0.5461,0.5603
72,0.7079,19.19,41.42,0.0457,0.3666,0.5944
143,0.4882,29.96,12.55,0.2279,0.8532,0.4133
98,0.7489,20.09,15.86,0.3131,0.7139,0.6257
34,0.6263,21.39,9.96,0.429,0.2865,0.6006
52,0.5517,87.67,16.67,0.2237,0.433,0.4195
89,0.5103,13.93,34.05,0.1061,0.2645,0.5318
51,0.7337,139.37,50.92,0.2665,0.6928,0.4869
76,0.6414,61.39,11.12,0.6758,0.5522,0.627
171,0.6151,2.35,15.41,0.312,0.5987,0.5176
85,0.935,30.63,12.64,0.2674,0.6898,0.6309
116,0.3906,6.08,1.77,0.1566,0.2492,0.4035
17,0.8583,58.17,17.91,0.2489,0.6869,0.6563
46,0.8977,42.51,22.27,0.209,0.5595,0.6746
162,0.2144,14.0,32.6,0.4613,0.3198,0.4083
59,0.7539,12.12,51.89,0.4836,0.3837,0.6858
42,0.8005,23.2,10.9,0.4357,0.6838,0.7217
163,0.3635,45.9,9.82,0.2619,0.6657,0.4551
188,0.5892,40.52,10.58,0.2971,0.3963,0.4726
136,0.7577,34.97,19.31,0.116,0.5502,0.6622
141,0.676,21.42,23.84,0.2211,0.6534,0.5829
71,1.0,16.43,31.1,0.4553,0.2921,0.7533
96,0.8651,63.65,6.46,0.1707,0.2267,0.5096
8,0.4081,2.92,18.38,0.2375,0.7912,0.4963
113,0.358,102.37,6.05,0.337,0.3191,0.3858
159,0.809,42.38,50.73,0.4694,0.5972,0.702
40,0.3918,36.61,11.36,0.0305,0.8033,0.3758
93,0.5138,31.08,12.55,0.4491,0.3915,0.5918
66,0.54,3.95,30.65,0.5367,0.8252,0.582
157,0.399,2.92,0.61,0.1606,0.1681,0.411
155,0.8356,0.91,6.24,0.4018,0.1737,0.7542
77,0.6005,82.34,35.97,0.3603,0.85,0.5367
140,0.7764,32.26,5.02,0.2872,0.7092,0.6101
108,0.4672,18.59,51.01,0.3808,0.2639,0.5696
90,0.6022,15.63,2.11,0.2103,0.6924,0.5005
8,0.4798,13.06,4.11,0.1905,0.7314,0.4646
117,0.4857,41.39,17.01,0.4817,0.6519,0.5789
152,0.6312,3.88,36.56,0.26,0.591,0.5523
16,0.6667,8.74,19.87,0.0943,0.9115,0.6148
68,0.803,151.53,70.59,0.129,0.2065,0.5643
21,0.5243,51.1,36.83,0.4469,0.7038,0.3916
182,0.625,10.89,7.36,0.5068,0.7132,0.6145
100,0.6795,10.0,47.59,0.1341,0.5456,0.6649
55,0.9345,5.19,3.88,0.1394,0.4547,0.6877
128,0.9387,3.86,49.57,0.2655,0.5086,0.7541
23,0.4293,20.49,37.18,0.3785,0.2731,0.4846
63,0.4375,38.42,34.93,0.1889,0.4586,0.4955
130,0.7558,31.86,14.59,0.3333,0.5388,0.5644
37,0.7085,6.09,8.44,0.2792,0.3266,0.5909
88,0.5745,81.36,58.12,0.4147,0.7324,0.5189
177,0.5117,16.28,28.63,0.0475,0.8015,0.5093
116,0.4589,59.78,40.99,0.1523,0.3156,0.4298
187,0.6976,15.11,30.45,0.4834,0.3305,0.6223
97,0.989,89.25,11.89,0.5268,0.7643,0.7353
89,0.4466,29.03,10.12,0.4602,0.2137,0.3445
16,0.7374,27.22,2.98,0.6041,0.1599,0.6256
63,0.7209,50.2,14.85,0.375,0.6306,0.538
23,0.7804,3.76,4.9,0.3488,0.4765,0.6256
28,0.9807,18.62,27.4,0.1564,0.6908,0.7507
131,0.703,20.31,9.83,0.3322,0.9151,0.668
117,0.7059,56.46,15.12,0.1821,0.4009,0.6006
103,0.4392,4.95,31.94,0.1073,0.6793,0.4354
189,0.8468,50.94,33.66,0.1608,0.3767,0.6295
148,0.6947,31.34,4.91,0.2244,0.3974,0.5185
117,0.6951,0.89,35.23,0.1725,0.4167,0.6159
3,0.8502,3.51,44.45,0.2857,0.271,0.6605
140,0.8502,14.41,23.57,0.5094,0.4211,0.6809
94,0.4908,21.34,28.42,0.2339,0.721,0.5794
143,0.5775,19.45,53.64,0.1216,0.5094,0.5612
12,0.5706,39.13,17.58,0.3991,0.6481,0.591
189,0.9413,1.36,21.35,0.0385,0.1813,0.6369
54,0.5912,0.77,31.57,0.2103,0.6071,0.5522
53,0.9757,1.93,15.4,0.3575,0.7454,0.7592
45,0.5419,66.22,33.98,0.0761,0.5156,0.4468
52,0.852,106.32,18.38,0.134,0.1651,0.4488
128,0.7763,5.07,5.48,0.0963,0.5652,0.6289
3,0.8003,23.29,4.21,0.1334,0.1781,0.5899
93,0.5342,133.4,39.07,0.1574,0.6821,0.3549
139,0.7301,52.46,18.63,0.0953,0.5943,0.489
11,0.8566,10.84,13.22,0.1262,0.6771,0.6594
98,0.8592,87.63,55.46,0.1984,0.3454,0.5215
120,0.4907,10.53,31.4,0.4931,0.2765,0.5243
143,0.378,5.29,16.09,0.1979,0.2609,0.4523
158,0.6624,27.84,20.0,0.4388,0.5301,0.567
4,0.72,90.73,13.76,0.4337,0.9072,0.5196
90,0.8845,15.14,22.22,0.1861,0.3608,0.5788
83,0.5141,6.29,10.25,0.4168,0.2298,0.4647
141,0.8271,32.46,10.72,0.2173,0.6995,0.5278
74,0.71,7.17,48.78,0.1875,0.666,0.6076
151,0.5588,25.69,46.97,0.21,0.3633,0.5209
86,0.8994,8.83,9.35,0.0767,0.2823,0.6309
190,0.8592,17.03,11.63,0.2212,0.7602,0.6248
21,0.5481,75.72,15.61,0.0156,0.7928,0.509
178,0.3905,3.32,6.53,0.1755,0.7312,0.3978
180,1.0,3.36,14.22,0.2706,0.5503,0.7019
159,0.6253,29.91,12.72,0.3136,0.4123,0.5344
170,0.8328,12.84,25.31,0.2318,0.4722,0.6553
117,0.7297,19.08,12.13,0.2911,0.579,0.5449
172,0.8227,91.49,25.64,0.2674,0.2903,0.5991
178,0.5863,52.44,23.54,0.024,0.3642,0.5223
75,0.4949,5.97,24.36,0.143,0.194,0.4621
132,0.7304,4.69,13.7,0.184,0.3204,0.6043
163,0.5749,29.12,41.9,0.1181,0.5387,0.4842
86,0.503,2.17,15.54,0.6011,0.5348,0.582
70,0.8662,0.17,20.93,0.2413,0.4844,0.6987
14,0.8905,40.17,19.76,0.0657,0.7384,0.4875
35,0.5663,25.61,73.69,0.1306,0.4556,0.6026
13,0.452,0.21,33.96,0.2486,0.7647,0.5532
113,0.5765,1.72,33.02,0.1461,0.3577,0.5084
31,0.9727,6.79,16.21,0.1839,0.1567,0.6783
96,0.894,9.7,35.05,0.5854,0.7383,0.8581
43,0.8335,33.33,28.27,0.2612,0.5827,0.6322
197,0.7945,65.68,19.59,0.1952,0.3591,0.5543
82,0.9579,68.3,19.2,0.5099,0.2422,0.7428
124,0.9238,19.11,13.45,0.555,0.3789,0.7579
199,0.4901,4.09,6.27,0.1779,0.544,0.5371
21,0.8081,125.85,20.42,0.1695,0.1884,0.4502
149,0.5134,12.75,18.39,0.3284,0.3442,0.5572
61,0.8696,3.0,44.23,0.3582,0.9382,0.6815
25,0.7606,4.05,6.94,0.5903,0.7583,0.6963
193,1.0,11.73,13.48,0.7343,0.2293,0.7198
178,0.941,27.41,9.72,0.4954,0.6313,0.686
56,0.7789,66.76,52.3,0.329,0.2732,0.558
125,0.571,0.83,9.46,0.4801,0.4849,0.5325
25,0.8304,1.86,16.86,0.1359,0.354,0.6221
55,0.7039,11.98,22.33,0.5081,0.6336,0.5886
64,0.8095,18.48,3.35,0.1407,0.331,0.6078
27,0.6159,35.94,21.97,0.1872,0.4028,0.5294
27,0.4473,6.53,32.57,0.5319,0.5415,0.4949
80,0.8109,58.43,41.69,0.1088,0.1528,0.5403
30,0.8682,152.37,71.8,0.1736,0.7331,0.722
22,0.8346,24.72,14.69,0.2127,0.588,0.6748
88,0.379,7.96,9.54,0.3939,0.1659,0.4984
10,0.2776,0.33,8.45,0.1695,0.7824,0.4057
105,0.6973,29.14,23.07,0.4277,0.4518,0.5665
44,0.4121,11.08,17.94,0.4669,0.6835,0.3828
36,0.6329,17.13,15.88,0.2606,0.8864,0.6091
166,0.8242,102.47,51.72,0.1684,0.4544,0.5815
124,1.0,20.88,26.82,0.1421,0.6681,0.7759
190,0.5128,3.94,25.86,0.1755,0.791,0.592
102,0.3656,74.0,45.36,0.4049,0.3062,0.3448
95,0.9018,5.53,22.31,0.4071,0.7222,0.7383
169,0.7969,30.36,47.9,0.2924,0.6988,0.6775
83,0.7,18.98,15.29,0.3052,0.0374,0.5614
197,0.3826,20.58,21.13,0.4873,0.4631,0.4996
141,0.6727,20.29,34.31,0.0952,0.2145,0.569
156,0.589,3.09,9.2,0.0744,0.4885,0.5715
167,0.9158,1.41,34.59,0.1647,0.5785,0.8146
124,0.951,62.11,5.92,0.3934,0.6302,0.6134
60,0.9326,33.19,51.11,0.305,0.8372,0.8208
57,0.4745,22.88,14.03,0.2059,0.8417,0.5022
114,0.7839,58.14,22.08,0.572,0.4495,0.5418
76,0.5487,42.24,30.43,0.2485,0.8124,0.4744
40,0.7328,86.62,14.05,0.6254,0.4606,0.5551
135,0.7384,48.62,17.96,0.1907,0.9113,0.6467
93,0.6042,5.17,25.9,0.3174,0.2922,0.4772
163,0.3902,15.32,34.6,0.121,0.2582,0.4583
28,0.3734,5.85,18.91,0.2438,0.6671,0.4347
113,0.6348,38.69,18.79,0.1357,0.8072,0.4877
170,0.2386,5.9,5.44,0.1618,0.6404,0.3719
68,0.7413,15.2,21.88,0.2365,0.2281,0.5485
0,0.9897,39.5,19.68,0.1334,0.7171,0.714
171,0.9285,8.59,21.8,0.2314,0.2636,0.7068
186,0.7339,13.58,10.77,0.1931,0.2034,0.5767
192,0.8107,34.91,79.09,0.3024,0.2827,0.7038
48,0.8415,8.26,2.39,0.2601,0.775,0.6926
162,0.6231,84.37,34.21,0.3947,0.0955,0.4364
50,0.7367,0.84,16.19,0.2042,0.2757,0.6979
12,0.7511,15.14,12.02,0.1468,0.6399,0.648
71,0.9014,5.32,13.09,0.0928,0.575,0.7263
105,0.6422,2.84,3.9,0.2235,0.5625,0.5541
198,0.4134,19.73,28.29,0.2735,0.3844,0.4845
170,0.917,7.62,6.72,0.1111,0.8449,0.7135
189,0.4982,32.86,23.12,0.2951,0.2911,0.455
75,0.6241,91.73,8.56,0.0211,0.9223,0.4042
175,0.4567,9.72,12.65,0.0443,0.4227,0.3938
32,0.5865,8.44,42.35,0.033,0.1207,0.5153
98,0.7093,27.28,7.94,0.3223,0.8125,0.63
102,0.8867,0.21,36.68,0.3615,0.6622,0.7391
77,0.5625,30.21,29.74,0.028,0.6694,0.5417
190,0.9427,15.7,15.73,0.1923,0.3179,0.715
8,0.6211,36.58,18.95,0.1458,0.4581,0.5319
13,0.3088,1.22,2.6,0.2817,0.6839,0.4766
56,0.4325,43.06,15.69,0.4227,0.0572,0.5086
177,0.7186,30.49,11.58,0.6141,0.148,0.6175
124,0.8562,63.9,5.11,0.1084,0.5562,0.5939
121,0.6866,31.78,36.13,0.1081,0.3641,0.5366
126,0.6234,11.19,11.07,0.2916,0.3006,0.5755
175,0.5152,3.07,41.44,0.1726,0.5151,0.4969
34,0.7347,57.91,11.36,0.0603,0.3039,0.5367
198,0.7931,20.44,19.86,0.0494,0.5289,0.658
20,0.4616,0.28,29.04,0.1237,0.539,0.4447
144,0.7341,6.4,48.31,0.2152,0.3943,0.6607
10,0.435,10.7,3.53,0.2518,0.3331,0.4841
124,0.6367,40.37,24.23,0.1994,0.5162,0.4424
98,0.6248,63.01,24.81,0.2967,0.1226,0.5563
170,0.7628,16.15,38.22,0.2977,0.6992,0.5746
155,0.4591,10.09,12.25,0.2448,0.2391,0.4605
45,0.8043,43.77,9.39,0.1836,0.9587,0.6081
146,0.9043,1.56,8.2,0.4461,0.1479,0.549
45,0.4872,1.07,19.25,0.7845,0.3929,0.5338
173,0.6582,22.83,21.85,0.2375,0.2553,0.5224
36,0.715,6.85,26.0,0.4082,0.69,0.7086
187,0.4941,5.07,7.24,0.3699,0.3198,0.5049
153,0.2839,52.76,19.22,0.0525,0.4618,0.3129
141,0.8468,53.24,6.87,0.0914,0.6382,0.59
107,0.5958,10.5,13.4,0.6727,0.3284,0.6528
22,0.6503,23.88,27.03,0.2432,0.417,0.542
69,0.4428,2.16,6.41,0.23,0.1586,0.4703
18,0.5036,49.04,8.96,0.3541,0.4789,0.4375
157,0.9714,5.31,33.39,0.0919,0.4182,0.6515
87,0.5475,2.38,16.56,0.7639,0.5586,0.5708
198,0.8403,7.56,19.43,0.1238,0.7252,0.743
21,0.6197,1.74,3.93,0.1991,0.8061,0.5429
47,0.5942,28.09,12.59,0.176,0.7634,0.4969
18,0.5629,55.18,32.64,0.1984,0.5335,0.5003
163,0.5596,7.95,32.6,0.6103,0.6744,0.6923
119,0.4293,6.02,15.2,0.4031,0.6874,0.4693
71,0.8998,19.04,25.31,0.3472,0.3701,0.8388
35,1.0,1.16,6.3,0.2053,0.4915,0.8126
143,0.5773,77.38,23.53,0.4687,0.5666,0.4097
32,0.8353,30.83,48.82,0.455,0.2866,0.6718
72,0.45,11.92,3.89,0.1476,0.4922,0.4612
33,0.7818,19.69,1.75,0.349,0.4321,0.6187
75,0.9924,45.69,6.71,0.2943,0.1875,0.6558
71,0.6524,3.25,1.6,0.1809,0.5937,0.5109
81,0.5588,76.34,48.71,0.081,0.0888,0.4474
121,0.8906,37.81,4.0,0.3213,0.5332,0.689
74,0.9331,12.85,34.06,0.1745,0.3626,0.7204
58,0.9055,0.83,12.43,0.4356,0.1681,0.7669
39,0.3936,31.73,19.59,0.6986,0.0972,0.5007
179,0.648,100.55,28.27,0.191,0.1523,0.3782
12,0.7411,14.91,35.59,0.4493,0.7731,0.7194
190,0.547,65.24,26.16,0.2989,0.3611,0.4267
36,0.4254,43.02,21.11,0.1797,0.0651,0.4094
25,0.7099,7.07,14.46,0.2931,0.5419,0.634
122,1.0,25.4,19.4,0.435,0.5361,0.7103
59,0.7231,7.92,17.6,0.0279,0.4014,0.5808
168,0.6026,16.56,17.74,0.1888,0.5452,0.5361
172,0.8485,16.44,19.6,0.2911,0.4331,0.6584
80,0.5554,74.07,14.09,0.066,0.2026,0.3772
26,0.5847,11.99,33.05,0.3828,0.6921,0.5386
46,0.5355,118.26,23.08,0.1736,0.3768,0.4379
5,0.6359,144.15,23.79,0.4672,0.7895,0.432
93,0.7074,9.79,26.13,0.3863,0.4329,0.5861
47,0.6907,19.66,43.75,0.2976,0.4141,0.5885
120,0.5842,35.35,5.88,0.1331,0.8723,0.4525
147,0.7523,9.7,36.46,0.7107,0.9341,0.6971
160,0.8998,11.72,1.79,0.2226,0.5663,0.722
111,0.7882,3.74,17.76,0.3742,0.61,0.6901
148,0.5515,19.91,24.34,0.3019,0.5719,0.4866
197,0.2369,1.28,3.68,0.171,0.284,0.4307
27,0.7663,7.93,4.05,0.3579,0.6715,0.6697
88,0.9411,47.73,30.97,0.081,0.8393,0.6479
124,0.4109,38.61,24.43,0.0643,0.0915,0.4443
